url,name,slug,postal_code,condo_fee_min_brl,iptu_min_brl,area_min_m2,area_max_m2,bedrooms_min,bedrooms_max,bathrooms_min,bathrooms_max,parking_spots_min,parking_spots_max,construction_year
https://www.quintoandar.com.br/condominio/cruzeiro-do-sul-ingleses-norte-florianopolis-ek99s71j9k,Cruzeiro do Sul,cruzeiro-do-sul-ingleses-norte-florianopolis,88058-500,650,100,42,50,1,1,1,1,,1,
https://www.quintoandar.com.br/condominio/taj-mahal-itacorubi-florianopolis-9p18se147k,Taj Mahal,taj-mahal-itacorubi-florianopolis,88034-000,550,88,58,177,1,4,1,3,,2,
https://www.quintoandar.com.br/condominio/residencial-matheus-ingleses-do-rio-vermelho-florianopolis-ek99sm10xk,Residencial Matheus,residencial-matheus-ingleses-do-rio-vermelho-florianopolis,88058-335,270,15,70,80,1,3,1,2,1,1,
https://www.quintoandar.com.br/condominio/rua-deputado-antonio-edu-vieira-222-pantanal-florianopolis-jpqms2vl3d,,rua-deputado-antonio-edu-vieira-222-pantanal-florianopolis,88040-000,320,125,45,87,1,2,1,2,1,2,
https://www.quintoandar.com.br/condominio/recanto-do-ribeirao-ribeirao-da-ilha-florianopolis-9dzqsy8y9d,Recanto do Ribeirão,recanto-do-ribeirao-ribeirao-da-ilha-florianopolis,88064-041,300,,54,300,2,3,1,2,1,1,
https://www.quintoandar.com.br/condominio/plaza-mediterranee-capoeiras-florianopolis-7kg3s7rr2p,Plaza Mediterranee,plaza-mediterranee-capoeiras-florianopolis,88080-170,240,55,31,82,1,3,1,2,,1,
https://www.quintoandar.com.br/condominio/costa-sul-itacorubi-florianopolis-3keysggemp,Costa Sul,costa-sul-itacorubi-florianopolis,88034-480,523,91,80,126,2,4,1,4,1,2,
https://www.quintoandar.com.br/condominio/anabella-centro-florianopolis-9d37s62vep,AnaBella,anabella-centro-florianopolis,88015-420,1500,292,110,130,2,4,2,4,2,4,
https://www.quintoandar.com.br/condominio/rua-antonio-jose-thomaz-da-costa-500-lagoa-pequena-florianopolis-p0gsgg43nk,,rua-antonio-jose-thomaz-da-costa-500-lagoa-pequena-florianopolis,88063-610,800,53,43,72,1,2,1,2,1,1,
https://www.quintoandar.com.br/condominio/rua-presidente-coutinho-582-centro-florianopolis-p6js86qrrk,,rua-presidente-coutinho-582-centro-florianopolis,88015-231,,,60,60,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/residencial-porto-da-lagoa-lagoa-da-conceicao-florianopolis-9dzqs84qqd,Residencial Porto da Lagoa,residencial-porto-da-lagoa-lagoa-da-conceicao-florianopolis,88062-201,634,100,47,180,1,3,1,3,1,3,
https://www.quintoandar.com.br/condominio/residencial-maria-esther-balneario-florianopolis-rp0gs6gl4k,Residencial Maria Esther,residencial-maria-esther-balneario-florianopolis,88075-290,472,82,87,155,2,3,2,2,2,3,2019
https://www.quintoandar.com.br/condominio/riviera-coqueiros-florianopolis-9d37s0qwgp,Riviera,riviera-coqueiros-florianopolis,88080-010,600,719,91,200,3,4,2,4,1,2,
https://www.quintoandar.com.br/condominio/isola-valenzano-itacorubi-florianopolis-1d47s12e0d,Isola Valenzano,isola-valenzano-itacorubi-florianopolis,88034-060,643,109,94,157,2,3,1,3,2,2,
https://www.quintoandar.com.br/condominio/servidao-dona-vitorina-lopes-140-campeche-florianopolis-jdjrsjv91k,,servidao-dona-vitorina-lopes-140-campeche-florianopolis,88066-026,,,55,65,2,2,1,2,1,1,
https://www.quintoandar.com.br/condominio/ilha-das-flores-canasvieiras-florianopolis-xplgs35eqk,Ilha das Flores,ilha-das-flores-canasvieiras-florianopolis,88054-260,400,63,42,150,1,4,1,2,,1,
https://www.quintoandar.com.br/condominio/residencial-capri-canasvieiras-florianopolis-keys5j0nqp,Residencial Capri,residencial-capri-canasvieiras-florianopolis,88054-150,205,750,30,165,1,2,1,3,,2,
https://www.quintoandar.com.br/condominio/jardim-ingleses-ingleses-do-rio-vermelho-florianopolis-ed5zsnmggd,Jardim Ingleses,jardim-ingleses-ingleses-do-rio-vermelho-florianopolis,88058-648,510,,250,299,3,5,1,7,1,5,
https://www.quintoandar.com.br/condominio/residencial-augusto-ruschi-coloninha-florianopolis-ndv7sxew7d,Residencial Augusto Ruschi,residencial-augusto-ruschi-coloninha-florianopolis,88090-080,390,,88,105,2,3,1,3,1,1,
https://www.quintoandar.com.br/condominio/golden-residence-floripa-ingleses-norte-florianopolis-dw2s9w8jjd,Golden Residence Floripa,golden-residence-floripa-ingleses-norte-florianopolis,88058-640,100,,25,115,1,2,1,2,,1,
https://www.quintoandar.com.br/condominio/azaleia-trindade-florianopolis-jpqms3qjmd,Azaleia,azaleia-trindade-florianopolis,88036-000,600,237,89,110,3,3,2,3,1,1,
https://www.quintoandar.com.br/condominio/lago-del-turano-trindade-florianopolis-p18s09le8k,Lago Del Turano,lago-del-turano-trindade-florianopolis,88036-560,350,125,26,73,1,2,1,2,1,1,2019
https://www.quintoandar.com.br/condominio/rua-jose-ventura-76-trindade-florianopolis-wk27s1m3lp,,rua-jose-ventura-76-trindade-florianopolis,88036-640,100,,17,30,1,1,1,1,,,
https://www.quintoandar.com.br/condominio/rodovia-baldicero-filomeno-2226-ribeirao-da-ilha-florianopolis-d5zsojqled,,rodovia-baldicero-filomeno-2226-ribeirao-da-ilha-florianopolis,88064-000,,,64,133,2,3,2,3,1,1,
https://www.quintoandar.com.br/condominio/rodovia-doutor-antonio-luiz-moura-gonzaga-3825-rio-tavares-florianopolis-wk27s54jep,,rodovia-doutor-antonio-luiz-moura-gonzaga-3825-rio-tavares-florianopolis,88048-301,2000,317,280,281,2,4,3,6,2,4,
https://www.quintoandar.com.br/condominio/rua-pedro-soares-28-centro-florianopolis-vk87sn0ygp,,rua-pedro-soares-28-centro-florianopolis,88020-070,468,80,45,90,1,3,1,2,,1,2020
https://www.quintoandar.com.br/condominio/residencial-bergantim-capoeiras-florianopolis-ek99sgylok,Residencial Bergantim,residencial-bergantim-capoeiras-florianopolis,88070-480,450,10,68,141,2,3,1,3,1,2,2019
https://www.quintoandar.com.br/condominio/dom-fabricio-coqueiros-florianopolis-rdyosqj33k,Dom Fabricio,dom-fabricio-coqueiros-florianopolis,88080-080,500,45,56,232,2,4,1,3,,1,
https://www.quintoandar.com.br/condominio/camarus-centro-florianopolis-0d71s40l9d,Camarus,camarus-centro-florianopolis,88015-600,720,,105,160,2,3,1,2,1,3,1980
https://www.quintoandar.com.br/condominio/servidao-professora-rosemari-e-nunes-141-ingleses-norte-florianopolis-kg3s86gjxp,,servidao-professora-rosemari-e-nunes-141-ingleses-norte-florianopolis,88058-346,,,-1,-1,-1,-1,-1,-1,-1,-1,
https://www.quintoandar.com.br/condominio/vila-florida-ingleses-do-rio-vermelho-florianopolis-4pxns87j7d,Vila Florida,vila-florida-ingleses-do-rio-vermelho-florianopolis,88058-580,451,75,54,200,1,4,1,3,1,2,
https://www.quintoandar.com.br/condominio/porto-cachoeira-cachoeira-do-bom-jesus-florianopolis-ek99s7g87k,Porto Cachoeira,porto-cachoeira-cachoeira-do-bom-jesus-florianopolis,88056-300,350,50,40,233,1,3,1,2,,2,
https://www.quintoandar.com.br/condominio/ville-boiteux-canasvieiras-florianopolis-4pxnsgwn4d,Ville Boiteux,ville-boiteux-canasvieiras-florianopolis,88056-682,600,250,78,104,2,2,2,2,1,2,
https://www.quintoandar.com.br/condominio/rodovia-tertuliano-brito-xavier-2501-jurere-florianopolis-8kojson0zd,,rodovia-tertuliano-brito-xavier-2501-jurere-florianopolis,88054-601,,,64,110,1,2,2,2,1,1,
https://www.quintoandar.com.br/condominio/conjunto-habitacional-panorama-capoeiras-florianopolis-ed5zse029d,Conjunto Habitacional Panorama,conjunto-habitacional-panorama-capoeiras-florianopolis,88090-061,120,,45,65,2,3,1,1,,2,
https://www.quintoandar.com.br/condominio/rodovia-virgilio-varzea-408-saco-grande-florianopolis-dv7sgzn80d,,rodovia-virgilio-varzea-408-saco-grande-florianopolis,88032-005,,,99,99,3,3,2,2,2,2,
https://www.quintoandar.com.br/condominio/heitor-bittencourt-canasvieiras-florianopolis-ek99sl2v8k,Heitor Bittencourt,heitor-bittencourt-canasvieiras-florianopolis,88054-450,345,120,25,59,1,1,1,1,,1,
https://www.quintoandar.com.br/condominio/paulier-centro-florianopolis-jdjrsq34lk,Paulier,paulier-centro-florianopolis,88010-301,690,312,72,221,2,3,2,4,1,3,
https://www.quintoandar.com.br/condominio/plaza-saint-tropez-itacorubi-florianopolis-9p6js620xk,Plaza Saint Tropez,plaza-saint-tropez-itacorubi-florianopolis,88034-100,650,14,47,94,1,2,1,2,1,2,
https://www.quintoandar.com.br/condominio/rua-francisco-candido-xavier-1322-campeche-florianopolis-dzqsn87xyd,,rua-francisco-candido-xavier-1322-campeche-florianopolis,88066-027,,,32,32,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/rua-carlos-loureiro-da-luz-20-corrego-grande-florianopolis-jpqmseorrd,,rua-carlos-loureiro-da-luz-20-corrego-grande-florianopolis,88037-460,,,50,50,2,2,1,1,,,
https://www.quintoandar.com.br/condominio/portal-dos-acorianos-itacorubi-florianopolis-knzsyo63wk,Portal dos Açorianos,portal-dos-acorianos-itacorubi-florianopolis,88034-150,400,83,70,92,2,3,1,2,1,1,
https://www.quintoandar.com.br/condominio/rua-capitao-romualdo-de-barros-694-saco-dos-limoes-florianopolis-2drrsj494d,,rua-capitao-romualdo-de-barros-694-saco-dos-limoes-florianopolis,88040-600,880,900,91,133,3,3,2,2,1,2,
https://www.quintoandar.com.br/condominio/res-alicia-e-luana-corrego-grande-florianopolis-ek99swrwek,Res. Alícia e Luana,res-alicia-e-luana-corrego-grande-florianopolis,88037-400,640,123,68,181,2,3,1,3,1,2,
https://www.quintoandar.com.br/condominio/servidao-heleodoro-joao-florindo-181-barra-da-lagoa-florianopolis-knzsy416ek,,servidao-heleodoro-joao-florindo-181-barra-da-lagoa-florianopolis,88061-415,,,40,60,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/servidao-sinfronio-jose-silveira-200-campeche-central-florianopolis-p18s0v3lnk,,servidao-sinfronio-jose-silveira-200-campeche-central-florianopolis,88063-705,,,60,79,2,2,1,2,1,1,2010
https://www.quintoandar.com.br/condominio/servidao-teodomiro-menezes-77-porto-da-lagoa-florianopolis-k99s19yw9k,,servidao-teodomiro-menezes-77-porto-da-lagoa-florianopolis,88048-491,,,80,80,2,2,2,2,2,2,
https://www.quintoandar.com.br/condominio/rua-tereza-francelina-lopes-363-alto-ribeirao-leste-florianopolis-dzqsn5xezd,,rua-tereza-francelina-lopes-363-alto-ribeirao-leste-florianopolis,88064-030,,,55,68,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/servidao-papaterra-664-sao-joao-do-rio-vermelho-florianopolis-p18s0126rk,,servidao-papaterra-664-sao-joao-do-rio-vermelho-florianopolis,88060-410,,,-1,-1,-1,-1,-1,-1,-1,-1,
https://www.quintoandar.com.br/condominio/rodovia-joao-gualberto-soares-9777-sao-joao-do-rio-vermelho-florianopolis-9p6jszqj0k,,rodovia-joao-gualberto-soares-9777-sao-joao-do-rio-vermelho-florianopolis,88060-000,,,30,32,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/servidao-pedro-jose-ferreira-40-porto-da-lagoa-florianopolis-vk87s9m9zp,,servidao-pedro-jose-ferreira-40-porto-da-lagoa-florianopolis,88062-502,,,75,78,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/vila-inglesa-ingleses-norte-florianopolis-9p6jsn10ek,Vila Inglesa,vila-inglesa-ingleses-norte-florianopolis,88058-500,555,,100,277,3,4,1,5,1,2,1992
https://www.quintoandar.com.br/condominio/coral-classic-coqueiros-florianopolis-dzqsgo16zd,Coral Classic,coral-classic-coqueiros-florianopolis,88080-250,475,,63,148,2,3,1,2,,2,2009
https://www.quintoandar.com.br/condominio/estrada-cristovao-machado-de-campos-460-vargem-grande-florianopolis-7kg3soe3zp,,estrada-cristovao-machado-de-campos-460-vargem-grande-florianopolis,88052-600,,,55,65,2,2,1,1,1,2,
https://www.quintoandar.com.br/condominio/rua-major-costa-118-centro-florianopolis-ek99sx5onk,,rua-major-costa-118-centro-florianopolis,88020-400,730,84,78,250,2,3,1,2,,1,
https://www.quintoandar.com.br/condominio/estrada-dom-joao-becker-451-ingleses-do-rio-vermelho-florianopolis-rdyos8291k,,estrada-dom-joao-becker-451-ingleses-do-rio-vermelho-florianopolis,88058-600,,,63,98,2,2,1,2,1,1,
https://www.quintoandar.com.br/condominio/heloisa-helena-alto-ribeirao-leste-florianopolis-p6jsj2zw9k,Heloísa Helena,heloisa-helena-alto-ribeirao-leste-florianopolis,88064-066,,,66,66,2,2,2,2,2,2,
https://www.quintoandar.com.br/condominio/rua-laura-duarte-prazeres-802-campeche-central-florianopolis-p18s0g054k,,rua-laura-duarte-prazeres-802-campeche-central-florianopolis,88062-300,,,63,200,2,3,2,2,1,2,
https://www.quintoandar.com.br/condominio/rua-dante-de-patta-407-ingleses-do-rio-vermelho-florianopolis-jpqms9x5ld,,rua-dante-de-patta-407-ingleses-do-rio-vermelho-florianopolis,88058-510,,,70,93,1,2,1,2,1,1,
https://www.quintoandar.com.br/condominio/rua-tereza-lopes-827-campeche-florianopolis-p6js8en0xk,,rua-tereza-lopes-827-campeche-florianopolis,88066-065,,,54,54,2,2,2,2,1,1,
https://www.quintoandar.com.br/condominio/jardim-trindade-trindade-florianopolis-9dzqs1g68d,Jardim Trindade,jardim-trindade-trindade-florianopolis,88040-410,437,41,55,184,1,5,1,3,1,4,1998
https://www.quintoandar.com.br/condominio/cristal-park-itacorubi-florianopolis-wdw2sol4gd,Cristal Park,cristal-park-itacorubi-florianopolis,88034-102,366,,64,156,2,2,1,2,1,2,
https://www.quintoandar.com.br/condominio/rua-gilmar-darli-vieira-466-lagoa-pequena-florianopolis-d71s65434d,,rua-gilmar-darli-vieira-466-lagoa-pequena-florianopolis,88063-650,500,118,47,99,1,2,1,3,1,2,
https://www.quintoandar.com.br/condominio/ravello-residencial-abraao-florianopolis-d71s6mnemd,Ravello Residencial,ravello-residencial-abraao-florianopolis,88085-200,400,,96,179,3,4,1,3,1,2,
https://www.quintoandar.com.br/condominio/ilha-do-sol-saco-dos-limoes-florianopolis-6knzs6oeyk,Ilha do Sol,ilha-do-sol-saco-dos-limoes-florianopolis,88040-600,431,46,101,115,3,4,3,3,1,1,
https://www.quintoandar.com.br/condominio/servidao-cid-silva-884-sao-joao-do-rio-vermelho-florianopolis-d47s4vjqyd,,servidao-cid-silva-884-sao-joao-do-rio-vermelho-florianopolis,88060-396,,,120,120,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/algarve-ii-centro-florianopolis-4pxnsnvzod,Algarve II,algarve-ii-centro-florianopolis,88015-130,350,42,41,69,1,2,1,2,,1,2000
https://www.quintoandar.com.br/condominio/servidao-luis-flor-francisco-461-ingleses-do-rio-vermelho-florianopolis-d37s50gj8p,,servidao-luis-flor-francisco-461-ingleses-do-rio-vermelho-florianopolis,88058-493,,,-1,-1,-1,-1,-1,-1,-1,-1,
https://www.quintoandar.com.br/condominio/rua-vereador-osni-ortiga-1959-lagoa-da-conceicao-florianopolis-dw2s9z6ogd,,rua-vereador-osni-ortiga-1959-lagoa-da-conceicao-florianopolis,88062-450,,165,52,77,1,1,2,2,1,1,
https://www.quintoandar.com.br/condominio/bloco-1-ingleses-norte-florianopolis-ek99sqqmjk,Bloco 1,bloco-1-ingleses-norte-florianopolis,88058-460,100,450,50,70,2,2,1,1,,1,2000
https://www.quintoandar.com.br/condominio/servidao-ostacio-fernando-da-silva-80-ingleses-norte-florianopolis-pm8sqv7zqk,,servidao-ostacio-fernando-da-silva-80-ingleses-norte-florianopolis,88058-181,,,61,220,2,3,2,2,1,2,2020
https://www.quintoandar.com.br/condominio/estrada-anarolina-silveira-santos-248-vargem-do-bom-jesus-florianopolis-dzqsg5mvmd,,estrada-anarolina-silveira-santos-248-vargem-do-bom-jesus-florianopolis,88056-590,,,30,30,1,1,1,1,,,
https://www.quintoandar.com.br/condominio/rua-morro-das-feiticeiras-495-vargem-grande-florianopolis-d37s5773vp,,rua-morro-das-feiticeiras-495-vargem-grande-florianopolis,88058-000,,,185,185,3,3,3,3,2,2,
https://www.quintoandar.com.br/condominio/rua-heitor-bitencourt-441-canasvieiras-florianopolis-k27sg8j7wp,,rua-heitor-bitencourt-441-canasvieiras-florianopolis,88054-450,850,110,75,97,2,3,2,2,1,1,2004
https://www.quintoandar.com.br/condominio/vila-dos-acores-ingleses-do-rio-vermelho-florianopolis-3keysy5lqp,Vila dos Açores,vila-dos-acores-ingleses-do-rio-vermelho-florianopolis,88058-580,350,70,88,235,2,3,1,2,1,3,
https://www.quintoandar.com.br/condominio/estrada-jornalista-jaime-de-arruda-ramos-1253-ponta-das-canas-florianopolis-0d71s9vqzd,,estrada-jornalista-jaime-de-arruda-ramos-1253-ponta-das-canas-florianopolis,88056-750,,,70,70,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/rodovia-tertuliano-brito-xavier-2311-canasvieiras-florianopolis-3keysrnvlp,,rodovia-tertuliano-brito-xavier-2311-canasvieiras-florianopolis,88054-600,1600,500,141,215,3,3,1,4,2,4,2015
https://www.quintoandar.com.br/condominio/sete-mares-ingleses-norte-florianopolis-7kg3sovg0p,Sete Mares,sete-mares-ingleses-norte-florianopolis,88058-500,300,,65,266,2,4,1,5,,2,
https://www.quintoandar.com.br/condominio/rua-martinho-de-haro-421-ingleses-do-rio-vermelho-florianopolis-pqmsw6v3nd,,rua-martinho-de-haro-421-ingleses-do-rio-vermelho-florianopolis,88058-540,,142,70,100,2,3,1,2,1,1,
https://www.quintoandar.com.br/condominio/citta-life-residence-jurere-leste-florianopolis-ndv7szlgmd,Città Life Residence,citta-life-residence-jurere-leste-florianopolis,88053-418,713,,65,265,2,6,1,7,1,4,
https://www.quintoandar.com.br/condominio/estrada-dom-joao-becker-671-ingleses-do-rio-vermelho-florianopolis-drrsrn0m5d,,estrada-dom-joao-becker-671-ingleses-do-rio-vermelho-florianopolis,88058-600,300,255,64,190,1,3,1,2,1,2,2020
https://www.quintoandar.com.br/condominio/rua-florianopolis-5296-mathias-velho-canoas-d47s92vved,,rua-florianopolis-5296-mathias-velho-canoas,92330-500,1,1,40,40,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/san-blas-residence-joao-paulo-florianopolis-knzsy9432k,San Blas Residence,san-blas-residence-joao-paulo-florianopolis,88030-415,915,388,135,171,3,3,1,4,2,3,
https://www.quintoandar.com.br/condominio/residencial-agata-agronomica-florianopolis-9p18s6onwk,Residencial Agata,residencial-agata-agronomica-florianopolis,88025-500,480,,70,179,2,3,2,2,1,3,
https://www.quintoandar.com.br/condominio/servidao-jose-ventura-59-trindade-florianopolis-d47s4ry7wd,,servidao-jose-ventura-59-trindade-florianopolis,88036-642,,,15,15,1,1,1,1,,,
https://www.quintoandar.com.br/condominio/porto-das-aguas-ingleses-norte-florianopolis-rp0gs9859k,Porto Das Aguas,porto-das-aguas-ingleses-norte-florianopolis,88058-525,550,100,70,150,2,2,1,3,1,3,
https://www.quintoandar.com.br/condominio/residence-hannover-trindade-florianopolis-d37sggqq8p,Residence Hannover,residence-hannover-trindade-florianopolis,88036-550,644,150,61,93,1,2,1,2,1,2,2019
https://www.quintoandar.com.br/condominio/travessa-joao-jose-clemente-95-itacorubi-florianopolis-9dzqs1163d,,travessa-joao-jose-clemente-95-itacorubi-florianopolis,88034-357,,,18,60,1,1,1,1,,,
https://www.quintoandar.com.br/condominio/studio-veneto-pantanal-florianopolis-rdyos7oygk,Studio Vêneto,studio-veneto-pantanal-florianopolis,88040-250,400,100,31,105,1,2,1,2,1,2,2024
https://www.quintoandar.com.br/condominio/servidao-maria-cardoso-de-assis-bastos-17-lagoa-da-conceicao-florianopolis-p0gs5lj8jk,,servidao-maria-cardoso-de-assis-bastos-17-lagoa-da-conceicao-florianopolis,88062-225,,,21,21,1,1,1,1,1,1,
https://www.quintoandar.com.br/condominio/servidao-mar-azul-60-campeche-leste-florianopolis-k87s7158wp,,servidao-mar-azul-60-campeche-leste-florianopolis,88063-173,,,65,65,2,2,2,2,1,1,
https://www.quintoandar.com.br/condominio/rua-elke-hering-153-barra-da-lagoa-florianopolis-vk87svmezp,,rua-elke-hering-153-barra-da-lagoa-florianopolis,88061-260,335,75,68,74,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/rua-grumixama-127-moenda-florianopolis-drrsn3rq2d,,rua-grumixama-127-moenda-florianopolis,88065-362,,1,35,155,1,3,1,3,1,2,
https://www.quintoandar.com.br/condominio/residencial-casablanca-campeche-florianopolis-wdw2swo1gd,Residencial Casablanca,residencial-casablanca-campeche-florianopolis,88063-360,450,113,56,179,2,3,1,2,1,2,
https://www.quintoandar.com.br/condominio/residencial-alghero-lagoa-pequena-florianopolis-ndv7sxzo8d,Residencial Alghero,residencial-alghero-lagoa-pequena-florianopolis,88063-670,450,81,59,157,2,3,1,2,,4,
https://www.quintoandar.com.br/condominio/ilha-das-laranjeiras-sao-joao-do-rio-vermelho-florianopolis-kg3s8462xp,Ilha das Laranjeiras,ilha-das-laranjeiras-sao-joao-do-rio-vermelho-florianopolis,88060,450,,150,297,3,5,1,5,1,4,
https://www.quintoandar.com.br/condominio/servidao-professora-rosemari-e-nunes-303-ingleses-norte-florianopolis-6knzsrrnyk,,servidao-professora-rosemari-e-nunes-303-ingleses-norte-florianopolis,88058-346,,,57,67,2,2,1,1,,1,
https://www.quintoandar.com.br/condominio/rua-das-camelias-72-carvoeira-florianopolis-0d71s9lgrd,,rua-das-camelias-72-carvoeira-florianopolis,88040-530,548,98,43,61,1,1,1,2,1,1,2021
https://www.quintoandar.com.br/condominio/servidao-leonel-domingos-da-silva-41-ingleses-norte-florianopolis-plgsqerxxk,,servidao-leonel-domingos-da-silva-41-ingleses-norte-florianopolis,88058-730,,,60,120,2,4,2,3,1,5,
https://www.quintoandar.com.br/condominio/bellmare-ingleses-norte-florianopolis-1d47sojqjd,Bellmare,bellmare-ingleses-norte-florianopolis,88058-580,320,,72,122,1,2,1,2,1,2,2010
https://www.quintoandar.com.br/condominio/residencial-primavera-ingleses-do-rio-vermelho-florianopolis-rdyos5l1rk,Residencial Primavera,residencial-primavera-ingleses-do-rio-vermelho-florianopolis,88058-577,457,393,120,253,3,3,1,3,1,2,
https://www.quintoandar.com.br/condominio/quay-jurere-internacional-florianopolis-knzsy4z7gk,Quay,quay-jurere-internacional-florianopolis,88053-310,2000,,105,285,2,4,1,5,,4,2012
https://www.quintoandar.com.br/condominio/servidao-joao-patricio-74-ingleses-do-rio-vermelho-florianopolis-djrsvlr96k,,servidao-joao-patricio-74-ingleses-do-rio-vermelho-florianopolis,88058-435,100,600,70,85,2,2,2,2,1,1,
https://www.quintoandar.com.br/condominio/rua-florianopolis-47-praca-seca-rio-de-janeiro-pqmswzxe6d,,rua-florianopolis-47-praca-seca-rio-de-janeiro,21321-050,,,33,38,1,1,1,1,,,
https://www.quintoandar.com.br/condominio/rua-manoel-mancelos-moura-661-canasvieiras-florianopolis-7kg3s47xzp,,rua-manoel-mancelos-moura-661-canasvieiras-florianopolis,88054-030,600,,40,80,1,2,1,1,,1,
https://www.quintoandar.com.br/condominio/jose-durieux-coqueiros-florianopolis-jpqms7qgld,José Durieux,jose-durieux-coqueiros-florianopolis,88080-000,482,1,61,83,2,3,1,2,,1,1900
https://www.quintoandar.com.br/condominio/aguas-da-cachoeira-canasvieiras-florianopolis-rp0gsyoq1k,Águas da Cachoeira,aguas-da-cachoeira-canasvieiras-florianopolis,88056-682,780,130,58,127,1,3,1,2,1,2,
https://www.quintoandar.com.br/condominio/sonata-place-agronomica-florianopolis-9d37s04nrp,Sonata Place,sonata-place-agronomica-florianopolis,88025-002,1300,417,131,252,3,3,3,5,2,5,
https://www.quintoandar.com.br/condominio/rua-cruz-e-souza-418-centro-florianopolis-k87s7qv4gp,,rua-cruz-e-souza-418-centro-florianopolis,88010-400,857,112,140,140,3,3,4,4,2,2,
https://www.quintoandar.com.br/condominio/por-do-sol-abraao-florianopolis-xplgs9wz5k,Por do Sol,por-do-sol-abraao-florianopolis,88085-110,400,42,93,244,3,4,1,3,1,4,2009
https://www.quintoandar.com.br/condominio/la-romana-abraao-florianopolis-jdjrsgj4ok,La Romana,la-romana-abraao-florianopolis,88085-201,717,92,109,133,3,4,1,3,,2,
https://www.quintoandar.com.br/condominio/servidao-arnoldo-de-oliveira-45-trindade-florianopolis-kg3s8820xp,,servidao-arnoldo-de-oliveira-45-trindade-florianopolis,88040-432,,,67,67,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/mirante-do-sol-agronomica-florianopolis-9p6js37o6k,Mirante do Sol,mirante-do-sol-agronomica-florianopolis,88025-510,577,,62,159,2,3,2,2,,2,
https://www.quintoandar.com.br/condominio/mario-quintana-estreito-florianopolis-wk27s66m5p,Mario Quintana,mario-quintana-estreito-florianopolis,88075-110,382,,60,114,2,4,1,5,1,4,
https://www.quintoandar.com.br/condominio/catharina-feltrin-carvoeira-florianopolis-3keys771np,Catharina Feltrin,catharina-feltrin-carvoeira-florianopolis,88040-420,560,127,40,83,1,2,1,2,1,2,2007
https://www.quintoandar.com.br/condominio/joao-seben-itacorubi-florianopolis-3keysy59np,Joao Seben,joao-seben-itacorubi-florianopolis,88034-102,439,,65,110,2,3,2,2,1,2,2000
https://www.quintoandar.com.br/condominio/rua-cedro-rosa-do-sul-94-alto-ribeirao-leste-florianopolis-p6js8108zk,,rua-cedro-rosa-do-sul-94-alto-ribeirao-leste-florianopolis,88064-066,,553,54,67,2,3,2,4,2,2,
https://www.quintoandar.com.br/condominio/rua-joaquim-jose-antunes-120-campeche-central-florianopolis-k87s7n08op,,rua-joaquim-jose-antunes-120-campeche-central-florianopolis,88063-700,400,,36,93,1,3,1,3,1,1,
https://www.quintoandar.com.br/condominio/rua-santa-luzia-271-trindade-florianopolis-rdyos1j6xk,,rua-santa-luzia-271-trindade-florianopolis,88036-540,,47,29,100,1,1,1,1,,1,
https://www.quintoandar.com.br/condominio/fernanda-corrego-grande-florianopolis-9pm8so6yjk,Fernanda,fernanda-corrego-grande-florianopolis,88037-000,420,,63,75,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/rua-projetada-cc2-348-itaguacu-florianopolis-pqmsw4g53d,,rua-projetada-cc2-348-itaguacu-florianopolis,88085-470,,,86,141,2,2,2,2,1,1,
https://www.quintoandar.com.br/condominio/mocamba-dunas-beach-sao-joao-do-rio-vermelho-florianopolis-wk27s99exp,Moçamba Dunas Beach,mocamba-dunas-beach-sao-joao-do-rio-vermelho-florianopolis,88060-381,200,42,60,60,2,2,1,1,1,1,
https://www.quintoandar.com.br/condominio/servidao-deolindo-costa-141-saco-dos-limoes-florianopolis-kojs2o0zod,,servidao-deolindo-costa-141-saco-dos-limoes-florianopolis,88045-440,,,43,49,1,1,1,1,1,1,2000
https://www.quintoandar.com.br/condominio/residencial-cafe-capoeiras-florianopolis-9d37s7oznp,Residencial Café,residencial-cafe-capoeiras-florianopolis,88080-401,,,67,102,2,2,1,1,1,2,
https://www.quintoandar.com.br/condominio/residencial-lisboa-santo-antonio-de-lisboa-florianopolis-9pm8szlerk,Residêncial Lisboa,residencial-lisboa-santo-antonio-de-lisboa-florianopolis,88050-540,350,,100,180,2,4,1,3,2,2,
https://www.quintoandar.com.br/condominio/residencial-lua-northe-ingleses-do-rio-vermelho-florianopolis-9p18s32wnk,Residencial Lua Northe,residencial-lua-northe-ingleses-do-rio-vermelho-florianopolis,88058-450,100,,63,112,2,3,1,2,1,1,2018
